ID	Domain	Phylum	Class	Order	Family	Genus	Species	score	completeness	contamination	strain_heterogeneity	size	N50	cluster_members
Sg_M04_14	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes_A	s__Alistipes_A sp900545315	97.52843826952963	99.52	0.96	0	2516323	413882	1
Sg_M04_48	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-452	s__CAG-452 sp000434035	81.82981992192279	80.36	0.22	0	1272307	137924	2
Sg_M04_66	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Faecisoma	s__Faecisoma sp000432255	83.82928564204938	92.7	2.25	0	1133873	57355	1
Sg_M04_71	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAJJNI01	s__CAJJNI01 sp905193085	41.78492150235804	50.68	2.11	0	1505735	2041	1
Sg_M07_10	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes merdipullorum	96.725644884105	99.04	0.96	0	2563373	93603	2
Sg_M07_16	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-632	s__CAG-632 sp000431515	102.62823499399543	100	0	0	2541466	180497	1
Sg_M07_23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__Acetatifactor sp003447295	92.66494812330124	98.31	1.61	0	3061138	64550	1
Sg_M07_27	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-177	s__CAG-177 sp000431775	99.73453367763888	97.05	0	0	2220646	233920	2
Sg_M07_36	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia sp900550935	90.0664329973809	96.38	1.8	0	2808808	235975	1
Sg_M07_38	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-194	s__CAG-194 sp000432915	94.78351978903689	99.52	1.45	0	2779352	106424	1
Sg_M07_39	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes_A	s__Alistipes_A ihumii	102.69044826206785	100	0	0	2740716	240379	2
Sg_M07_4	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__UBA6398	s__UBA6398 sp900550635	96.58908835780652	95.96	0.37	0	2592697	90819	2
Sg_M07_44	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__UBA1794	s__UBA1794 sp944320955	93.93326256711413	93.52	0.38	0	2514261	42318	1
Sg_M07_45	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Cronobacter	s__Cronobacter sakazakii	98.95421127989113	98.74	0.51	40	4522223	131954	1
Sg_M07_46	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes senegalensis	95.69455243030086	95.43	0.48	0	3154868	213356	2
Sg_M07_58	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__Barnesiella	s__	74.96134968733027	88.92	3.29	16.67	2639934	7688	1
Sg_M07_64	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	s__	95.76414670611608	94.3	0.1	0	2171735	8478	1
Sg_M07_66	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__CAG-115	s__CAG-115 sp003531585	100.30710760185836	97.99	0	0	3119719	43074	2
Sg_M08_14	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella stercoripullorum	102.47477550366828	100	0	0	2400018	89033	1
Sg_M08_2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__	64.43397347962467	95.38	6.71	6.67	3042499	20551	1
Sg_M08_22	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Acutalibacter	s__Acutalibacter sp019416455	68.4359323510441	77.4	2.18	0	1811383	7445	1
Sg_M08_24	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Limiplasma	s__Limiplasma pullistercoris	100.36338021023106	99.19	0.27	0	2815607	111368	1
Sg_M08_25	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia	s__Pauljensenia sp916438945	92.75175615826944	96.75	1.3	25	2213635	22569	1
Sg_M08_27	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Paraeggerthella	s__Paraeggerthella hongkongensis_A	100.51895321381856	98.39	0.09	100	2634446	95040	1
Sg_M08_31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Avimicrobium	s__Avimicrobium caecorum	88.60289113688971	89.14	0.67	100	1871180	19310	2
Sg_M08_32	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Neobittarella	s__Neobittarella massiliensis	85.91576872883628	89.02	1.01	0	2549946	7790	1
Sg_M08_36	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger sp900539695	100.34329564381667	97.96	0	0	2607457	58424	2
Sg_M08_44	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__Anaerotruncus colihominis	98.91690511687952	96.64	0	0	2622875	35794	2
Sg_M08_6	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__Negativibacillus sp019423755	100.08891157691141	98.53	0.22	0	2145190	207885	1
Sg_M11_22	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Cloacibacillus	s__Cloacibacillus evryensis	101.37122146129532	99.14	0	0	2927192	29003	1
Sg_M11_5	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter_B	s__Citrobacter_B koseri	83.32083263335879	81.03	0	0	4525633	38165	2
Sg_M11_7	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Scatomorpha	s__Scatomorpha intestinigallinarum	96.26790305230105	95.41	0.28	50	2425977	17211	2
Sg_M11_8	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia sp020860705	100.56625626879196	97.96	0	0	3042485	163122	2
Sg_M12_1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella avicola	93.1584106740108	97.48	1.31	0	2509415	28630	2
Sg_M12_12	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus alactolyticus	99.7124213220045	100	0.56	0	1553213	105887	1
Sg_M12_17	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter faecis	96.27003752190092	97.58	0.79	0	2790915	190579	2
Sg_M12_21	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola vulgatus	101.7903871763624	99.25	0	0	4840956	120441	3
Sg_M12_23	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella_A	s__Veillonella_A magna	102.54485013693632	100	0	0	2137162	122942	1
Sg_M12_39	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides uniformis	101.99927314769036	99.26	0	0	4284495	300986	2
Sg_M12_44	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp905214625	100.36367217388953	98.89	0.19	0	3322693	70363	2
Sg_M12_6	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A massiliensis	100.4246020182618	99.37	0.34	50	3186093	147640	3
Sg_M14_17	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoclostridium_B	s__Lachnoclostridium_B monacensis	81.39555414182182	95.22	3.22	0	2640095	35572	1
Sg_M14_22	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira sp900316325	101.27953456466615	98.66	0	0	2498525	173408	2
Sg_M14_27	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum butyriciproducens	99.05794987163559	96.64	0	0	2308005	68533	2
Sg_M14_32	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella parvula_A	38.04995660560618	51	3.61	90	1015160	5034	1
Sg_M14_34	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Megasphaeraceae	g__Megasphaera	s__Megasphaera sp000417505	101.62971926772755	99.2	0	0	2292725	72350	1
Sg_M14_37	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Copromonas	s__Copromonas sp900066535	101.88053466725144	99.37	0	0	2781273	104971	2
Sg_M14_5	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__Dialister hominis	100.89409828119771	98.73	0.02	0	2111625	33744	1
Sg_M15_10	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Dysosmobacter	s__Dysosmobacter sp001916835	101.13092708071459	98.66	0	0	2282969	87469	2
Sg_M15_17	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia hominis	100.21042379563607	98.96	0.24	0	3072286	79588	2
Sg_M15_22	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900543975	99.06832099096151	97.73	0.23	50	2917605	55801	2
Sg_M15_29	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius	75.84451388010238	87.87	3.02	18.75	2904138	103879	1
Sg_M15_31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__CAG-238	s__CAG-238 sp900542245	97.37132520289072	97.87	0.71	100	2567583	48156	2
Sg_M15_43	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Coprobacteraceae	g__Coprobacter	s__Coprobacter fastidiosus	35.574288819705245	58.53	5.03	11.11	2295249	1866	1
Sg_M16_27	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Vagococcaceae	g__Vagococcus	s__Vagococcus sp003462485	102.063256132122	99.45	0	0	2023121	168466	1
Sg_M16_4	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Leuconostoc	s__Leuconostoc sp900554745	27.655575268461014	75.55	9.98	2.5	1644196	3252	1
Sg_M17_24	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger_A	s__Gemmiger_A avium	89.98423305271885	88.44	0.14	0	2515962	30794	2
Sg_M17_3	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas sp000435555	91.0886363856918	88.59	0	0	1934435	99374	2
Sg_M17_33	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103 sp900543625	95.40821074459431	96.31	0.67	0	1997644	78781	2
Sg_M17_6	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus anginosus_C	85.24673084990575	95.03	2.87	86.67	1816801	14408	1
Sg_M18_11	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella lascolaii	76.89291034353596	77.22	0.56	50	2553218	24312	2
Sg_M18_22	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAG-485	s__	96.68493274287901	96.42	0.38	0	2000319	21373	1
Sg_M18_23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__UBA10281	s__UBA10281 sp900556195	51.0697280100605	53.79	0.88	0	1069661	2288	1
Sg_M18_38	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__Dialister sp900538805	101.67307777964336	99.37	0	0	2489163	40379	1
Sg_M18_67	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAG-485	s__CAG-485 sp002361235	67.12205439940298	78.46	2.77	27.27	1959823	3261	1
Sg_M20_12	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900556875	98.33932520104031	100	0.81	0	2194239	60069	1
Sg_M21_28	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Fournierella	s__Fournierella excrementavium	100.31639637978904	97.96	0	0	2431367	51617	2
Sg_M21_45	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter sp900543445	100.53503621509176	98.07	0	0	2688952	85128	2
Sg_M21_53	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp900547405	89.33629555795002	91.76	1.01	50	2211314	17482	2
Sg_M21_66	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Pararuminococcus	s__Pararuminococcus gallinarum	42.596363970442795	57.71	3.36	0	1435209	2359	1
Sg_M21_8	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__	15.490881011426945	51.18	7.76	16.67	1955015	4311	1
Sg_OA11r1_10	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900548535	89.66385621489283	93.77	1.43	53.85	2962028	35286	1
Sg_OA11r1_12	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella hominis	93.81395062049957	96.72	1.13	40	3324361	38362	2
Sg_OA11r1_2	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibrio sp900319575	94.93692061095496	96.04	0.69	0	2613795	49413	2
Sg_OA11r1_30	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Anaerotardibacter	s__Anaerotardibacter sp000435475	101.32997758483408	99.19	0.12	0	1938722	301964	2
Sg_OA11r1_38	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900544495	99.69359568173408	97.96	0.12	0	3112146	46472	1
Sg_OA11r1_9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter lactaris	98.89929074016425	96.59	0	0	2205688	41551	2
Sg_OA13r1_14	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_C	s__Ruminococcus_C callidus	100.19736971705673	97.99	0	0	2958553	25986	2
Sg_OA13r1_39	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA5905	s__UBA5905 sp004558485	93.15193935108314	93.96	0.67	0	1948967	121305	1
Sg_OA13r1_52	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Coprococcus	s__Coprococcus sp000154245	101.9323312558741	99.33	0	0	2654579	160200	1
Sg_OA7r2_13	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__UMGS1901	s__UMGS1901 sp900553755	63.913540235915505	67.29	1.12	0	977886	27995	1
Sg_OA7r2_22	d__Bacteria	p__Bacillota	c__Bacilli	o__RFN20	f__CAG-288	g__CAG-345	s__CAG-345 sp000433315	64.04752040662558	62.28	0	0	965960	3428	1
Sg_OA7r2_26	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__CAG-269 sp003525075	70.87379025738272	73.87	1.12	0	1425064	161280	2
Sg_OA7r2_27	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__CAG-353	s__CAG-353 sp900066885	100.34394670493576	97.94	0	0	2984074	64253	2
Sg_OA7r2_29	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Ellagibacter	s__Ellagibacter isourolithinifaciens	87.2756611226214	89.34	0.81	0	1742237	9361	1
Sg_OA7r2_32	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	98.33695170545376	100	0.81	0	2227373	59416	1
Sg_OA7r2_34	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-245	s__CAG-245 sp900552135	74.80846541827353	89.47	3.83	56.25	1199730	46578	1
Sg_OA7r2_37	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira rogosae	101.97637163568855	99.33	0	0	2619506	196220	2
Sg_OA7r2_38	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-492	s__CAG-492 sp000434015	71.99598847814754	78.62	1.9	0	1805532	564907	2
Sg_OA7r2_4	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp000431015	95.518428747252	95.51	0.48	0	2594742	65593	2
Sg_OA7r2_45	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3402	s__UBA3402 sp003478355	91.69791170950135	93.81	0.95	50	2865971	21175	2
Sg_OA7r2_52	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__CAG-269 sp000437215	62.17357466383133	72.7	2.6	0	1268757	88542	1
Sg_OA9r1_2	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Amedibacterium	s__Amedibacterium intestinale	93.95032563400216	91.94	0	0	2159939	10487	1
Sg_OA9r1_4	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Zhenpiania	s__	88.0841134308688	91.49	1.11	0	2277262	19419	1
Sg_OB03r2_1	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium pseudocatenulatum	102.64876317232893	100	0	0	2187710	198393	2
Sg_OB03r2_39	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp905209435	39.31472148072129	51.23	3.51	100	3396012	17760	1
Sg_OB03r2_6	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__Megamonas funiformis	99.28826479453664	100	0.63	0	2511992	75254	2
Sg_OB05r2_19	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalimonas	s__Faecalimonas sp900550235	99.92211792189674	98.73	0.32	100	2408958	87950	1
Sg_OB05r2_32	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Eggerthella	s__Eggerthella lenta	102.62804242034201	100	0	0	3367077	180337	2
Sg_OB05r2_38	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Dorea_A	s__Dorea_A longicatena_B	101.75403446690993	99.42	0	0	2420609	46566	2
Sg_OB05r2_8	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	98.398039784218	100	0.81	0	2288263	78719	1
Sg_OB18r1_5	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__QAMH01	g__CACZQA01	s__	81.1268681110875	90.65	2.28	0	1779679	5672	1
Sg_OB24r1_1	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus petauri	102.61320843507723	100	0	0	1898717	168429	1
Sg_OB24r1_10	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Pasteurellaceae	g__Haemophilus_D	s__Haemophilus_D parainfluenzae	102.12827869951448	99.89	0.11	100	2052275	227278	1
Sg_OB24r1_12	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium argentoratense	54.20763908983521	61.07	1.73	7.69	1286685	2038	1
Sg_OB24r1_17	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Slackia_A	s__	99.391798160775	100	0.6	0	2062965	60757	1
Sg_OB24r1_18	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter faecis	101.59650029168962	99.12	0	0	3175067	89743	2
Sg_OG24B2A_25	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium prausnitzii_D	102.5952778961676	100	0	0	2651160	155080	2
Sg_OG24B2A_35	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium	s__Phascolarctobacterium sp900544795	91.16894364712743	99.38	2.15	0	2184352	119643	1
Sg_OG24B2A_37	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__CAG-269 sp900551615	76.59191284989699	76.44	0.45	0	1650592	63654	1
Sg_OG24B2A_39	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_G	s__Eubacterium_G ventriosum	102.56664168293051	100	0	0	2417155	135920	2
Sg_OG24B2A_4	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira sp900551945	97.73212014671991	97.99	0.56	50	2705748	33438	2
Sg_OG24B2A_8	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides johnsonii	99.47177175556575	98.65	0.38	50	4218106	115756	2
Sg_OM15r2_23	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__NSJ-61	s__NSJ-61 sp003433845	85.20034633934101	87.89	0.94	0	3470129	10488	1
Sg_OM15r2_27	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Pararoseburia	s__Pararoseburia lenta	93.69876685816328	94.12	0.53	0	2136266	28677	1
Sg_OM17r2_41	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Gordonibacter	s__	17.601905270851695	52.04	7.53	21.43	1414594	1572	1
Sg_OM17r2_9	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium animalis	100.97067300588705	99.33	0.15	0	2015773	60443	1
Sg_OM21r1_14	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Caccousia	s__Caccousia sp900752115	96.80796969221393	97.99	0.69	0	3280323	34351	2
Sg_OM21r1_23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Onthomonas	s__Onthomonas sp900545815	85.6716353869843	87.96	0.84	14.29	1815776	3830	1
Sg_OM21r1_28	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__QAMH01	g__CACZQA01	s__	61.81357307115918	71.34	2.38	25	1384794	3607	1
Sg_OM21r1_30	d__Bacteria	p__Bacillota_B	c__Peptococcia	o__Peptococcales	f__Peptococcaceae	g__UMGS1590	s__UMGS1590 sp900553245	75.37875328432243	83.19	2.04	0	2137700	59911	1
Sg_OM21r1_55	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas sp900545495	93.07042674806064	93.96	0.67	0	2162367	83340	2
Sg_OM21r1_58	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Slackia_A	s__Slackia_A sp900555495	90.42880853132007	95.16	1.48	16.67	1948331	69853	1
Sg_OM21r1_65	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Baileyella	s__Baileyella timonense	101.87867733208924	99.29	0	0	2058212	150437	1
Sg_OM21r1_67	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Eubacteriales	f__Eubacteriaceae	g__Eubacterium	s__Eubacterium maltosivorans	101.71145000358106	99.3	0	0	4181855	66512	1
Sg_OM21r1_74	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__UMGS124	g__UMGS124	s__UMGS124 sp019420325	94.10111868048205	95.97	0.81	0	3192976	23027	1
Sg_OM21r1_76	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Monoglobales	f__Monoglobaceae	g__CAJTWN01	s__CAJTWN01 sp910580105	47.603961851805934	53.35	1.48	0	1260451	2032	1
Sg_P01_35	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Oxalobacter	s__	50.65310685273821	54.83	1.21	20	969361	1829	1
Sg_P02_6	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas caviae	101.33710746075609	98.91	0	0	4282247	71485	1
