"Genome"	"rRNA_5S"	"rRNA_16S"	"rRNA_23S"	"tRNA"	"pass_GUNC"	"Completeness"	"Contamination"	"Heterogeneity"	"Contigs"	"N50"	"GC_content"	"Size"	"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"Score"
"Sg_OG24B2A_40"	0	0	0	17	"True"	94.81	1.52	66.67	100	55272	41.7	2945321	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Roseburia"	"s__Roseburia inulinivorans"	87.21
"Sg_OG24B2A_41"	4	0	0	20	"True"	99.02	4.77	90	199	16839	39.2	2210073	"d__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Enterobacterales_A"	"f__Pasteurellaceae"	"g__Haemophilus_D"	"s__Haemophilus_D sp900756875"	75.17
"Sg_OG24B2A_42"	0	0	0	20	"True"	95.71	2.05	28.57	125	58315	47.3	3059550	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Acetatifactor"	"s__Acetatifactor sp900066565"	85.46
"Sg_OG24B2A_43"	0	0	0	19	"True"	95.42	0.22	100	225	17528	47.7	2591197	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Enterocloster"	"s__Enterocloster sp001517625"	94.32
"Sg_OG24B2A_44"	1	0	0	15	"False"	71.06	2.53	0	329	4594	63.2	1281172	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Collinsella"	"s__Collinsella intestinalis"	58.41
"Sg_OG24B2A_45"	3	0	0	18	"False"	94.58	5.66	0	529	10684	31.8	3538801	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Coprobacillaceae"	"g__Thomasclavelia"	"s__Thomasclavelia ramosa"	66.28
"Sg_OG24B2A_46"	2	0	0	22	"True"	99.25	0.19	0	58	143248	41.8	4972396	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Phocaeicola"	"s__Phocaeicola dorei"	98.3
"Sg_OG24B2A_47"	0	0	0	14	"False"	68.08	3.12	0	1075	2422	59	2380297	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Alistipes"	"s__Alistipes montrealensis"	52.48
"Sg_OG24B2A_5"	0	0	0	16	"False"	57.72	1.75	100	581	4561	43.9	2316090	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Roseburia"	"s__Roseburia intestinalis"	48.97
"Sg_OG24B2A_6"	0	0	0	17	"True"	93.67	2.1	35.71	214	36599	41.1	3593077	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__Blautia_A sp003471165"	83.17
"Sg_OG24B2A_7"	3	1	0	22	"True"	92.16	0.81	33.33	214	15027	58.8	2396938	"d__Bacteria"	"p__Desulfobacterota"	"c__Desulfovibrionia"	"o__Desulfovibrionales"	"f__Desulfovibrionaceae"	"g__Desulfovibrio"	"s__Desulfovibrio sp900319575"	88.11
"Sg_OG24B2A_8"	0	0	0	21	"True"	98.85	0.38	50	52	115756	45.3	4218106	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tannerellaceae"	"g__Parabacteroides"	"s__Parabacteroides johnsonii"	96.95
"Sg_OG24B2A_9"	0	0	0	14	"True"	82.46	0	0	80	34398	41.5	2000688	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__CAG-317"	"s__CAG-317 sp900543415"	82.46
"Sg_OM15r2_1"	0	0	0	17	"True"	98.25	0.58	0	64	64907	41.9	2377462	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Mediterraneibacter"	"s__Mediterraneibacter torques"	95.35
"Sg_OM15r2_10"	1	0	0	20	"True"	97.99	0.34	0	70	58875	33.7	2045151	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__Ruminococcus_E"	"s__Ruminococcus_E sp934476515"	96.29
"Sg_OM15r2_11"	0	0	0	10	"True"	58.98	5.31	41.18	543	5150	47.3	2522301	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides uniformis"	32.43
"Sg_OM15r2_12"	4	6	5	11	"True"	52.97	1.75	100	275	15989	42.9	1750499	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__Blautia_A wexlerae"	44.22
"Sg_OM15r2_13"	4	0	0	18	"True"	88.68	0.09	0	479	9774	44.3	3502563	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Erysipelotrichaceae"	"g__Clostridium_AQ"	"s__Clostridium_AQ innocuum"	88.23
"Sg_OM15r2_14"	0	0	0	19	"True"	88.84	0	0	292	11856	58.9	2553734	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Ruthenibacterium"	"s__Ruthenibacterium lactatiformans"	88.84
"Sg_OM15r2_15"	2	0	0	23	"True"	98.23	0.71	0	14	329952	39.9	2343647	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Anaerovoracaceae"	"g__Lentihominibacter"	"s__Lentihominibacter hominis"	94.68
"Sg_OM15r2_16"	0	0	0	20	"True"	98.19	0.48	0	40	108702	41.9	2608419	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Agathobacter"	"s__Agathobacter rectalis"	95.79
"Sg_OM15r2_17"	0	0	0	10	"True"	85.17	4.03	46.67	184	14201	37.3	1767194	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus pasteurianus"	65.02
"Sg_OM15r2_18"	0	0	0	18	"True"	66.38	0	0	35	162515	27.2	2483358	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Clostridiales"	"f__Clostridiaceae"	"g__Sarcina"	"s__"	66.38
"Sg_OM15r2_19"	3	0	0	21	"True"	96.64	0	0	170	30919	50	2807715	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Ruminococcus_C"	"s__Ruminococcus_C callidus"	96.64
"Sg_OM15r2_2"	5	0	0	9	"False"	98.36	0.12	0	387	9984	28.4	2863016	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Peptostreptococcaceae"	"g__Intestinibacter"	"s__Intestinibacter bartlettii"	97.76
"Sg_OM15r2_21"	0	0	0	16	"False"	52.63	1.75	0	89	41745	37.8	1922420	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Anaerobutyricum"	"s__Anaerobutyricum hallii"	43.88
"Sg_OM15r2_22"	3	0	0	20	"True"	100	0.67	0	100	42912	55.2	2476592	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Butyricicoccaceae"	"g__Agathobaculum"	"s__Agathobaculum butyriciproducens"	96.65
"Sg_OM15r2_23"	1	0	0	14	"True"	88.84	0.94	0	446	10488	34.8	3470129	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Erysipelotrichaceae"	"g__NSJ-61"	"s__NSJ-61 sp003433845"	84.14
"Sg_OM15r2_24"	0	0	0	20	"True"	92.4	0	0	22	161638	41.9	2168446	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__CAG-317"	"s__CAG-317 sp000433535"	92.4
"Sg_OM15r2_25"	1	0	0	13	"True"	72.31	5.89	91.46	1227	2889	52.3	3112317	"d__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Enterobacteriaceae"	"g__Escherichia"	"s__Escherichia coli"	42.86
"Sg_OM15r2_26"	0	0	0	9	"True"	62.07	1.72	100	10	431710	26.9	1540523	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Clostridiales"	"f__Clostridiaceae"	"g__Sarcina"	"s__Sarcina ventriculi"	53.47
"Sg_OM15r2_27"	0	0	0	16	"True"	94.36	0.53	0	113	28677	45.7	2136266	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Pararoseburia"	"s__Pararoseburia lenta"	91.71
"Sg_OM15r2_28"	3	0	0	14	"True"	89.66	1.54	33.33	382	7540	38.3	2192049	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus_B"	"s__Enterococcus_B faecium"	81.96
"Sg_OM15r2_29"	0	0	0	17	"False"	77.85	0.29	45.45	80	136203	41.9	2291741	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Faecalimonas"	"s__Faecalimonas umbilicata"	76.4
"Sg_OM15r2_3"	3	0	0	24	"True"	100	0.9	50	36	95870	61.7	2714634	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Eggerthellaceae"	"g__Paraeggerthella"	"s__Paraeggerthella hongkongensis_A"	95.5
"Sg_OM15r2_30"	0	0	0	19	"True"	58.78	6.9	100	1304	4070	58.8	4633578	"d__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Enterobacteriaceae"	"g__Klebsiella"	"s__Klebsiella pneumoniae"	24.28
"Sg_OM15r2_31"	1	0	0	13	"True"	84.48	1.83	0	282	7656	28.7	1500878	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Tissierellales"	"f__Peptoniphilaceae"	"g__Anaerococcus"	"s__Anaerococcus vaginalis"	75.33
"Sg_OM15r2_32"	0	0	0	11	"True"	77.66	0.37	0	28	59027	40.9	1116135	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus alactolyticus"	75.81
"Sg_OM15r2_33"	1	0	0	16	"False"	86.54	1.54	0	467	6987	60.1	2621935	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Intestinimonas"	"s__Intestinimonas butyriciproducens"	78.84
"Sg_OM15r2_34"	2	0	0	23	"True"	97.68	0.2	0	151	38530	64.5	3360587	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Eggerthellaceae"	"g__Eggerthella"	"s__Eggerthella lenta"	96.68
"Sg_OM15r2_35"	0	0	0	21	"True"	96.6	0.17	0	73	63932	60.3	2552998	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Gemmiger"	"s__Gemmiger formicilis"	95.75
"Sg_OM15r2_36"	0	1	0	21	"True"	98.95	0.95	0	45	110661	48.1	3069019	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Fusicatenibacter"	"s__Fusicatenibacter saccharivorans"	94.2
"Sg_OM15r2_37"	0	0	0	11	"False"	78.65	2.92	41.18	55	56996	41.3	1961138	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Mediterraneibacter"	"s__Mediterraneibacter faecis"	64.05
"Sg_OM15r2_38"	2	0	0	17	"True"	66.56	6.57	36.54	818	6706	41.5	4658011	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides intestinigallinarum"	33.71
"Sg_OM15r2_39"	1	0	0	16	"True"	70.52	2.01	0	243	7612	61.4	1418682	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Evtepia"	"s__Evtepia gabavorous"	60.47
"Sg_OM15r2_4"	2	0	0	19	"True"	100	0	0	66	87741	31.4	3759029	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Coprobacillaceae"	"g__Thomasclavelia"	"s__Thomasclavelia ramosa"	100
"Sg_OM15r2_40"	0	0	0	16	"True"	92.48	0	0	50	93740	40.6	2291116	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Faecalimonas"	"s__Faecalimonas phoceensis"	92.48
"Sg_OM15r2_41"	0	0	1	8	"True"	57.18	1.58	33.33	246	23830	42.2	2041973	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__"	49.28
"Sg_OM15r2_42"	0	0	0	10	"False"	54.68	0.73	0	826	2003	38.3	1590908	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__UBA1381"	"f__UBA1381"	"g__CAG-41"	"s__CAG-41 sp900066215"	51.03
"Sg_OM15r2_5"	3	0	0	11	"True"	87.26	3.36	100	267	7198	54.6	1554943	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__CAG-217"	"s__CAG-217 sp000436335"	70.46
"Sg_OM15r2_6"	0	0	0	21	"True"	97.99	2.68	0	78	56823	37.1	2808425	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Anaerostipes"	"s__Anaerostipes hadrus"	84.59
"Sg_OM15r2_7"	0	0	0	22	"True"	67.8	0	0	27	183068	43.7	2399868	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__Blautia_A caecimuris"	67.8
"Sg_OM15r2_9"	0	0	0	15	"True"	64.39	0	0	177	25402	45.2	2411342	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__Blautia_A massiliensis"	64.39
"Sg_OM17r2_1"	2	0	0	24	"True"	100	0.81	0	48	106533	60	2237121	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Collinsella"	"s__Collinsella sp003436275"	95.95
"Sg_OM17r2_10"	0	0	0	17	"False"	94.37	1.29	25	80	47831	42.2	2430727	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Dorea_A"	"s__Dorea_A longicatena_B"	87.92
"Sg_OM17r2_11"	1	0	0	16	"True"	96.64	1.01	0	54	72493	38.1	2573258	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__UBA1381"	"f__UBA1381"	"g__CAG-41"	"s__CAG-41 sp900066215"	91.59
"Sg_OM17r2_12"	1	0	0	22	"True"	94.66	2.25	83.33	303	14070	64.6	3005421	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Eggerthellaceae"	"g__Eggerthella"	"s__Eggerthella lenta"	83.41
"Sg_OM17r2_13"	3	0	0	16	"True"	97.99	0	0	55	61435	58.9	2051572	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__ER4"	"s__ER4 sp000765235"	97.99
"Sg_OM17r2_14"	1	0	0	19	"True"	97.87	0.67	0	171	20992	58.9	2287194	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Evtepia"	"s__Evtepia gabavorous"	94.52
"Sg_OM17r2_15"	5	0	0	21	"True"	98.95	2.35	85.71	112	60544	59.9	2341785	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Faecalibacterium"	"s__Faecalibacterium prausnitzii_E"	87.2
"Sg_OM17r2_16"	0	0	0	21	"True"	97.96	1.4	0	43	107914	52.2	3089042	"d__Bacteria"	"p__Verrucomicrobiota"	"c__Verrucomicrobiae"	"o__Verrucomicrobiales"	"f__Akkermansiaceae"	"g__Akkermansia"	"s__Akkermansia sp900545155"	90.96
"Sg_OM17r2_17"	0	0	0	12	"True"	68.06	3.8	50	212	11706	38	1919385	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Anaerostipes"	"s__Anaerostipes sp900066705"	49.06
"Sg_OM17r2_18"	0	0	0	20	"True"	98.55	0.48	100	64	82294	41.7	2663958	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Agathobacter"	"s__Agathobacter rectalis"	96.15
"Sg_OM17r2_19"	4	0	0	22	"False"	98.74	1.8	20	138	28311	43.7	2457447	"d__Bacteria"	"p__Bacillota_C"	"c__Negativicutes"	"o__Acidaminococcales"	"f__Acidaminococcaceae"	"g__Phascolarctobacterium"	"s__Phascolarctobacterium faecium"	89.74
"Sg_OM17r2_2"	0	0	0	21	"True"	98.95	0.63	0	41	104349	48	3042746	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Fusicatenibacter"	"s__Fusicatenibacter saccharivorans"	95.8
"Sg_OM17r2_20"	3	0	0	17	"True"	96.6	0.34	0	70	59352	59.3	2524388	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Gemmiger"	"s__Gemmiger sp900540595"	94.9
"Sg_OM17r2_22"	7	0	0	14	"False"	92.72	2.35	60	329	12644	27.3	3044400	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Peptostreptococcaceae"	"g__Romboutsia"	"s__Romboutsia timonensis"	80.97
"Sg_OM17r2_23"	0	0	0	16	"True"	55.71	1.79	100	343	6932	58.2	1925246	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Faecalibacterium"	"s__Faecalibacterium prausnitzii_D"	46.76
"Sg_OM17r2_24"	0	0	0	17	"False"	65.67	0	0	244	24373	38.1	3158712	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Anaerobutyricum"	"s__Anaerobutyricum hallii"	65.67
"Sg_OM17r2_25"	0	0	0	6	"False"	57.58	0.64	50	436	3647	42.3	1387558	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__UBA11774"	"s__UBA11774 sp003507655"	54.38
"Sg_OM17r2_26"	4	0	0	20	"True"	95	1.02	66.67	74	39579	58.7	2089637	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Faecalibacterium"	"s__Faecalibacterium prausnitzii"	89.9
"Sg_OM17r2_27"	0	0	0	15	"True"	57.52	1.72	0	472	3995	59.6	1690742	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Alistipes_A"	"s__Alistipes_A ihumii"	48.92
"Sg_OM17r2_28"	2	0	0	21	"True"	98.63	0	0	63	78492	43.1	2638071	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Ruminococcus_D"	"s__Ruminococcus_D bicirculans"	98.63
"Sg_OM17r2_29"	2	0	0	14	"True"	67.65	2.68	100	67	33691	58.9	1616700	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Faecalibacterium"	"s__Faecalibacterium duncaniae"	54.25
"Sg_OM17r2_3"	0	0	0	16	"True"	77.05	1.58	100	403	5718	45.3	1937361	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__Blautia_A massiliensis"	69.15
"Sg_OM17r2_30"	0	0	0	8	"True"	50.63	0	0	514	2282	50.1	1076482	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Anaerovoracaceae"	"g__Lentihominibacter"	"s__Lentihominibacter sp900066305"	50.63
"Sg_OM17r2_31"	1	0	0	11	"True"	57.31	0.89	100	191	6231	60.9	1082909	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Faecalibacterium"	"s__Faecalibacterium longum"	52.86
"Sg_OM17r2_33"	3	0	0	19	"True"	81.58	2.48	0	627	5869	47.9	2569330	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Prevotella"	"s__Prevotella sp900552515"	69.18
"Sg_OM17r2_34"	0	0	0	22	"True"	100	0.23	0	21	173211	56.7	2178365	"d__Bacteria"	"p__Actinomycetota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Bifidobacteriaceae"	"g__Bifidobacterium"	"s__Bifidobacterium pseudocatenulatum"	98.85
"Sg_OM17r2_35"	1	0	1	21	"True"	91.26	4.59	75.47	997	5245	51	4271647	"d__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Enterobacteriaceae"	"g__Escherichia"	"s__Escherichia coli"	68.31
"Sg_OM17r2_36"	7	0	0	18	"True"	99.06	0	0	83	54734	29.1	2623381	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Coprobacillaceae"	"g__Faecalibacillus"	"s__Faecalibacillus intestinalis"	99.06
"Sg_OM17r2_37"	0	0	0	17	"True"	89.91	4.25	55.56	184	19730	37.1	2346645	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Anaerostipes"	"s__Anaerostipes hadrus"	68.66
"Sg_OM17r2_38"	0	0	0	14	"True"	76.7	2.85	0	738	4060	45.6	2574308	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__Blautia_A hydrogenotrophica"	62.45
"Sg_OM17r2_39"	3	0	0	20	"True"	81.38	6.03	60	76	91443	46.9	3838849	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides uniformis"	51.23
"Sg_OM17r2_4"	0	0	0	16	"False"	86.3	1.48	72.73	435	9619	43.5	3068551	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__Blautia_A faecis"	78.9
"Sg_OM17r2_40"	0	0	0	17	"False"	83.77	3.94	26.09	146	32515	42.1	2995540	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Roseburia"	"s__Roseburia inulinivorans"	64.07
"Sg_OM17r2_41"	0	0	0	7	"False"	52.04	7.53	21.43	917	1572	67.9	1414594	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Eggerthellaceae"	"g__Gordonibacter"	"s__"	14.39
"Sg_OM17r2_42"	0	0	0	15	"False"	98.85	5.19	45.45	435	20713	37.8	3596017	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Anaerobutyricum"	"s__Anaerobutyricum soehngenii"	72.9
"Sg_OM17r2_44"	0	0	0	16	"True"	87.97	0.63	0	95	46460	45	2653902	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Oliverpabstia"	"s__Oliverpabstia intestinalis"	84.82
"Sg_OM17r2_45"	0	0	0	7	"True"	58.8	3.84	44.44	623	1966	43.6	1190083	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus parasanguinis_E"	39.6
"Sg_OM17r2_46"	5	0	0	20	"True"	95.97	1.01	0	103	38065	55.2	2372872	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Butyricicoccaceae"	"g__Agathobaculum"	"s__Agathobaculum butyriciproducens"	90.92
"Sg_OM17r2_47"	2	0	0	19	"True"	98.66	1.01	0	26	161870	41.1	2072495	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__Ruminococcus_E"	"s__Ruminococcus_E bromii_B"	93.61
"Sg_OM17r2_48"	2	0	0	10	"True"	73.37	2.36	0	344	4445	48.3	1319523	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Anaerovoracaceae"	"g__Lentihominibacter"	"s__Lentihominibacter faecis"	61.57
"Sg_OM17r2_49"	0	0	0	12	"False"	63.16	0.58	0	355	9596	43.2	2511115	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Eubacterium_I"	"s__Eubacterium_I ramulus_A"	60.26
"Sg_OM17r2_5"	2	0	0	21	"True"	97.99	0.34	0	22	121802	44.4	1891871	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__Fimenecus"	"s__Fimenecus sp000432435"	96.29
"Sg_OM17r2_50"	0	0	0	14	"True"	63.49	6.14	75	59	48578	45.8	1622524	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__Blautia_A sp000436615"	32.79
"Sg_OM17r2_51"	0	0	0	20	"True"	98.66	0.67	0	20	143079	33.3	2265967	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__CAG-274"	"g__CAG-274"	"s__CAG-274 sp000432155"	95.31
"Sg_OM17r2_53"	5	0	0	20	"True"	92.58	0	0	46	128595	46.3	3505979	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides stercoris"	92.58
